nome,valor,marca,categoria,loc,ano,km_rodados
MERCEDES-BENZ GLA 200,99900,MERCEDES-BENZ,Hatch,SP,2015,55000.0
RENAULT CLIO,12990,RENAULT,Hatch,SP,2007,121500.0
CHEVROLET CELTA,15900,CHEVROLET,Hatch,SP,2009,66000.0
FORD ECOSPORT,39900,FORD,Hatch,SP,2013,216000.0
PEUGEOT BOXER,45900,PEUGEOT,Hatch,SP,2007,232000.0
VOLKSWAGEN SAVEIRO,52000,VOLKSWAGEN,Hatch,PA,2015,55145.0
JEEP RENEGADE,57900,JEEP,Utilitário,RJ,2015,55000.0
TOYOTA COROLLA,41900,TOYOTA,Hatch,RJ,2011,101000.0
VOLKSWAGEN VOYAGE,26900,VOLKSWAGEN,Hatch,RJ,2012,75000.0
CHEVROLET VECTRA,22900,CHEVROLET,Sedan,SP,2006,170.0
MITSUBISHI L200,55000,MITSUBISHI,Picape,SP,2009,168.0
FIAT TORO,70000,FIAT,Picape,SP,2016,60000.0
TOYOTA HILUX,65000,TOYOTA,Hatch,SP,2012,209000.0
VOLKSWAGEN GOL,22900,VOLKSWAGEN,Hatch,SP,2011,107000.0
HONDA CIVIC,48790,HONDA,Sedan,SP,2014,109113.0
TOYOTA YARIS,69790,TOYOTA,Sedan,SP,2019,4905.0
VOLKSWAGEN SAVEIRO,46800,VOLKSWAGEN,Hatch,MG,2014,76800.0
FORD FUSION,61000,FORD,Hatch,MG,2014,68000.0
FORD KA,32900,FORD,Hatch,RJ,2016,43000.0
MERCEDES-BENZ CLC 200,48900,MERCEDES-BENZ,Hatch,RJ,2010,71900.0
FIAT STRADA,36900,FIAT,Hatch,SP,2012,99000.0
VOLKSWAGEN GOL,29900,VOLKSWAGEN,Hatch,SP,2014,45600.0
VOLKSWAGEN GOL,20900,VOLKSWAGEN,Hatch,SP,2011,108000.0
TOYOTA HILUX SW4,114900,TOYOTA,Hatch,SP,2012,138000.0
CHEVROLET TRAILBLAZER,110000,CHEVROLET,Hatch,MG,2014,114000.0
JEEP COMPASS,91900,JEEP,Hatch,MG,2017,63700.0
CHEVROLET PRISMA,52900,CHEVROLET,Hatch,MG,2019,43000.0
AUDI A3,67900,AUDI,Sedan,MG,2015,77000.0
VOLKSWAGEN VOYAGE,32900,VOLKSWAGEN,Sedan,MG,2013,101.0
VOLKSWAGEN VOYAGE,32900,VOLKSWAGEN,Sedan,MG,2013,101.0
FIAT BRAVO,27900,FIAT,Hatch,MG,2011,100000.0
VOLKSWAGEN GOL,25900,VOLKSWAGEN,Hatch,MG,2011,99999.0
TOYOTA COROLLA,82900,TOYOTA,Sedan,MG,2017,99999.0
HYUNDAI I30,32900,HYUNDAI,Hatch,MG,2010,99999.0
VOLKSWAGEN GOLF,99000,VOLKSWAGEN,Hatch,MG,2016,62000.0
VOLKSWAGEN VOYAGE,34900,VOLKSWAGEN,Sedan,MG,2014,100000.0
VOLKSWAGEN FOX,20900,VOLKSWAGEN,Hatch,MG,2009,100000.0
CHEVROLET CRUZE,79900,CHEVROLET,Hatch,MG,2018,41000.0
RENAULT SANDERO,35900,RENAULT,Hatch,MG,2016,100000.0
MITSUBISHI OUTLANDER,79000,MITSUBISHI,Hatch,MG,2014,60000.0
AUDI Q7,319000,AUDI,Hatch,MG,2017,37000.0
CITROEN C4 CACTUS,90990,CITROEN,Hatch,MG,2019,0.0
CITROEN AIRCROSS,79990,CITROEN,Hatch,MG,2019,0.0
CITROEN C4 CACTUS,85490,CITROEN,Hatch,MG,2019,0.0
LAND ROVER DISCOVERY SPORT,169000,LAND ROVER,Hatch,MG,2016,43000.0
LAND ROVER DISCOVERY SPORT,129000,LAND ROVER,Hatch,MG,2015,69000.0
FORD KA,37900,FORD,Hatch,MG,2017,100000.0
LAND ROVER DISCOVERY 4,163000,LAND ROVER,Hatch,MG,2015,110000.0
HYUNDAI IX35,53900,HYUNDAI,SUV,MG,2010,100000.0
JEEP COMPASS,112890,JEEP,SUV,MG,2019,10343.0
LAND ROVER DISCOVERY SPORT,190000,LAND ROVER,Hatch,MG,2018,39800.0
MERCEDES-BENZ C 180,139900,MERCEDES-BENZ,Hatch,MG,2018,27000.0
JEEP RENEGADE,79900,JEEP,Hatch,MG,2015,90000.0
VOLKSWAGEN VOYAGE,44900,VOLKSWAGEN,Hatch,MG,2018,28300.0
VOLKSWAGEN GOL,36900,VOLKSWAGEN,Hatch,MG,2017,100000.0
FIAT CRONOS,62900,FIAT,Hatch,MG,2018,26000.0
JEEP RENEGADE,61890,JEEP,SUV,MG,2015,73877.0
KIA SORENTO,63890,KIA,SUV,MG,2013,92086.0
JEEP COMPASS,135900,JEEP,SUV,MG,2017,43880.0
JEEP COMPASS,132000,JEEP,SUV,MG,2017,39442.0
JEEP COMPASS,114990,JEEP,SUV,MG,2016,83130.0
VOLKSWAGEN AMAROK,177990,VOLKSWAGEN,Picape,MG,2018,43724.0
JEEP COMPASS,135490,JEEP,SUV,MG,2018,71034.0
LAND ROVER DISCOVERY SPORT,132990,LAND ROVER,SUV,MG,2015,51550.0
CHEVROLET TRACKER,62890,CHEVROLET,SUV,MG,2015,36362.0
HONDA HR-V,71990,HONDA,SUV,MG,2015,75245.0
FIAT UNO,21900,FIAT,Hatch,MG,2010,101.0
VOLKSWAGEN VOYAGE,37900,VOLKSWAGEN,Sedan,MG,2014,30000.0
MERCEDES-BENZ GLC 250,214900,MERCEDES-BENZ,Hatch,MG,2017,20000.0
BMW 320I,66900,BMW,Sedan,MG,2011,100000.0
CHEVROLET PRISMA,44900,CHEVROLET,Hatch,MG,2018,29000.0
LAND ROVER DISCOVERY SPORT,135900,LAND ROVER,Hatch,MG,2014,65000.0
HYUNDAI HB20S,57900,HYUNDAI,Hatch,MG,2019,0.0
JEEP COMPASS,149900,JEEP,Hatch,MG,2019,0.0
HYUNDAI IX35,62900,HYUNDAI,Hatch,MG,2014,77000.0
FORD KA+,52900,FORD,Sedan,MG,2018,29800.0
FORD KA+,44900,FORD,Hatch,MG,2017,59900.0
CHEVROLET MERIVA,21900,CHEVROLET,Hatch,MG,2008,101.0
FIAT PALIO,28900,FIAT,Hatch,MG,2015,101.0
VOLKSWAGEN FOX,24900,VOLKSWAGEN,Hatch,MG,2009,101.0
FIAT BRAVO,42900,FIAT,Hatch,MG,2015,80000.0
RENAULT SANDERO,31900,RENAULT,Hatch,MG,2013,101.0
FIAT PALIO,35900,FIAT,Hatch,MG,2016,45000.0
FORD FIESTA,22900,FORD,Sedan,MG,2010,101.0
FORD MAVERICK,55000,FORD,Esportivo,SP,1974,153000.0
CHEVROLET ASTRA,16900,CHEVROLET,Sedan,RS,2003,155000.0
CHEVROLET TRACKER,57900,CHEVROLET,Hatch,SP,2015,57348.0
KIA CERATO,102870,KIA,Hatch,SP,2019,0.0
FIAT SIENA,19500,FIAT,Hatch,SP,2010,233030.0
CITROEN C3,21990,CITROEN,Hatch,SP,2011,129000.0
HYUNDAI TUCSON,42000,HYUNDAI,Hatch,SP,2012,81000.0
HYUNDAI AZERA,62900,HYUNDAI,Sedan,SP,2011,80000.0
CHEVROLET VECTRA,23900,CHEVROLET,Hatch,SP,2006,113000.0
FIAT PALIO WEEKEND,28900,FIAT,Wagon/Perua,SP,2009,232000.0
RENAULT SANDERO,38900,RENAULT,Hatch,PR,2015,27458.0
HYUNDAI CRETA,83990,HYUNDAI,SUV,PR,2019,0.0
FIAT PALIO WEEKEND,34900,FIAT,Wagon/Perua,PR,2011,98869.0
VOLKSWAGEN KOMBI,29900,VOLKSWAGEN,Utilitário,PR,2011,140656.0
VOLKSWAGEN GOL,39900,VOLKSWAGEN,Hatch,PR,2018,32410.0
RENAULT FLUENCE,36900,RENAULT,Sedan,PR,2013,110478.0
HYUNDAI HB20,52900,HYUNDAI,Hatch,PR,2018,33246.0
VOLKSWAGEN FOX,33900,VOLKSWAGEN,Hatch,PR,2014,65258.0
JEEP RENEGADE,66900,JEEP,SUV,PR,2015,63035.0
BMW X1,144900,BMW,Hatch,SC,2017,36153.0
CITROEN C4 LOUNGE,67900,CITROEN,Hatch,SC,2016,60000.0
FIAT PALIO,29900,FIAT,Hatch,SC,2014,68370.0
HYUNDAI TUCSON,43900,HYUNDAI,Hatch,RJ,2014,66000.0
VOLKSWAGEN JETTA,57900,VOLKSWAGEN,Hatch,RJ,2016,61800.0
FORD ECOSPORT,27500,FORD,Utilitário,RJ,2009,128000.0
HONDA FIT,58900,HONDA,Hatch,SP,2017,48000.0
FORD FOCUS,44790,FORD,Hatch,SP,2014,41853.0
HONDA CITY,56790,HONDA,Sedan,SP,2016,38661.0
FIAT STRADA,36000,FIAT,Hatch,PA,2012,171805.0
FIAT STRADA,34000,FIAT,Hatch,PA,2011,90766.0
TOYOTA HILUX,95000,TOYOTA,Hatch,PA,2012,174568.0
NISSAN KICKS,96000,NISSAN,Hatch,PA,2019,511.0
RENAULT DUSTER,48000,RENAULT,Hatch,PA,2017,40000.0
MITSUBISHI L200 TRITON SPORT,160000,MITSUBISHI,Hatch,PA,2019,30000.0
FIAT TORO,160000,FIAT,Hatch,PA,2020,0.0
CHEVROLET TRACKER,100000,CHEVROLET,Hatch,PA,2019,16000.0
VOLKSWAGEN FOX,36000,VOLKSWAGEN,Hatch,PA,2016,111409.0
VOLKSWAGEN GOL,27000,VOLKSWAGEN,Hatch,PA,2013,77489.0
CHEVROLET S-10,85000,CHEVROLET,Hatch,PA,2014,103248.0
TOYOTA COROLLA,105000,TOYOTA,Hatch,PA,2019,4488.0
CHEVROLET CLASSIC,19000,CHEVROLET,Hatch,PA,2012,105189.0
CHEVROLET ONIX,41000,CHEVROLET,Hatch,PA,2016,50000.0
TOYOTA HILUX,95000,TOYOTA,Hatch,PA,2015,130000.0
CHEVROLET S-10,64900,CHEVROLET,Picape,SP,2012,59000.0
FIAT SIENA,14900,FIAT,Sedan,SP,2005,140000.0
CITROEN C4,20190,CITROEN,Hatch,SP,2011,74656.0
MITSUBISHI PAJERO TR4,35990,MITSUBISHI,Hatch,SP,2011,71777.0
HONDA CITY,77900,HONDA,Hatch,SP,2019,0.0
FIAT UNO,17990,FIAT,Hatch,SP,2012,140000.0
VOLKSWAGEN GOL,59990,VOLKSWAGEN,Hatch,SP,2020,0.0
VOLKSWAGEN POLO,64890,VOLKSWAGEN,Hatch,SP,2018,26716.0
FIAT UNO,13990,FIAT,Hatch,SP,2009,135000.0
FORD KA,36900,FORD,Hatch,SP,2017,57353.0
HONDA CR-V,32900,HONDA,Hatch,SP,2008,212079.0
KIA CERATO,102870,KIA,Hatch,SP,2019,0.0
KIA GRAND CARNIVAL,292990,KIA,Hatch,SP,2019,0.0
VOLVO V60,203000,VOLVO,Hatch,SP,2019,0.0
FORD RANGER,31000,FORD,Hatch,SP,2008,138000.0
CHEVROLET ONIX,33500,CHEVROLET,Hatch,SP,2013,66000.0
VOLKSWAGEN FOX,27990,VOLKSWAGEN,Hatch,SP,2012,75300.0
RENAULT DUSTER,41990,RENAULT,Hatch,SP,2013,104000.0
CHEVROLET SPIN,51700,CHEVROLET,Hatch,SP,2015,85250.0
FIAT UNO,19900,FIAT,Hatch,SP,2011,82000.0
BMW 320I,95900,BMW,Hatch,SP,2015,48000.0
MITSUBISHI PAJERO FULL,75900,MITSUBISHI,Hatch,SP,2012,81000.0
HYUNDAI HB20,35000,HYUNDAI,Hatch,PR,2013,52900.0
CITROEN C3,18900,CITROEN,Hatch,PR,2008,87300.0
CHEVROLET CELTA,14500,CHEVROLET,Hatch,PR,2009,95000.0
TOYOTA COROLLA,74900,TOYOTA,Hatch,SC,2014,74800.0
FIAT STRADA,47900,FIAT,Hatch,RJ,2015,80000.0
KIA SPORTAGE,59800,KIA,Hatch,RJ,2013,90000.0
NISSAN MARCH,50900,NISSAN,Hatch,RJ,2019,2777.0
HYUNDAI TUCSON,112900,HYUNDAI,Hatch,RJ,2018,8000.0
VOLKSWAGEN JETTA,51900,VOLKSWAGEN,Hatch,RJ,2012,79000.0
VOLKSWAGEN GOL,22490,VOLKSWAGEN,Hatch,RJ,2012,80000.0
VOLKSWAGEN FOX,27990,VOLKSWAGEN,Hatch,RJ,2012,69000.0
PEUGEOT 208,47990,PEUGEOT,Hatch,SP,2017,9800.0
FIAT PALIO,17990,FIAT,Hatch,SP,2008,102000.0
FORD ECOSPORT,51990,FORD,Hatch,SP,2015,42000.0
RENAULT CLIO,22990,RENAULT,Hatch,SP,2015,101000.0
FORD KA,36990,FORD,Hatch,SP,2017,29000.0
NISSAN MARCH,31990,NISSAN,Hatch,SP,2015,77000.0
MITSUBISHI ASX,46990,MITSUBISHI,Hatch,SP,2011,94000.0
HYUNDAI HB20X,39900,HYUNDAI,Hatch,SP,2015,50500.0
CHEVROLET AGILE,24500,CHEVROLET,Hatch,SP,2011,72000.0
HONDA CITY,81000,HONDA,Hatch,SP,2020,0.0
HONDA CITY,84900,HONDA,Hatch,SP,2020,0.0
VOLVO XC60,50900,VOLVO,Hatch,SP,2010,183000.0
VOLKSWAGEN FOX,27990,VOLKSWAGEN,Hatch,SP,2011,71700.0
TOYOTA ETIOS,39490,TOYOTA,Hatch,SP,2015,95500.0
FORD KA,13990,FORD,Hatch,SP,2008,144250.0
KIA SPORTAGE,87900,KIA,Hatch,SP,2017,43120.0
RENAULT DUSTER,57890,RENAULT,Hatch,SP,2018,23628.0
FORD FOCUS,57890,FORD,Hatch,SP,2018,16700.0
HYUNDAI I30,31900,HYUNDAI,Hatch,SP,2011,82900.0
FORD ECOSPORT,47900,FORD,Hatch,SP,2014,103751.0
FORD RANGER,57990,FORD,Hatch,SP,2014,70000.0
CHEVROLET TRACKER,49900,CHEVROLET,Hatch,SP,2014,69634.0
CITROEN C4,31990,CITROEN,Hatch,SP,2013,81000.0
FORD ECOSPORT,43700,FORD,Hatch,SP,2013,60643.0
CITROEN C3 PICASSO,27490,CITROEN,Hatch,SP,2012,87268.0
FORD FIESTA,24990,FORD,Hatch,SP,2013,100000.0
HYUNDAI IX35,49000,HYUNDAI,Hatch,SP,2010,124000.0
VOLVO XC60,232000,VOLVO,Hatch,SP,2019,0.0
VOLVO XC60,232000,VOLVO,Hatch,SP,2019,0.0
VOLKSWAGEN FOX,35400,VOLKSWAGEN,Hatch,SP,2016,59029.0
NISSAN SENTRA,27900,NISSAN,Hatch,SP,2011,143000.0
JEEP COMPASS,88890,JEEP,Hatch,SP,2018,24357.0
TOYOTA COROLLA,48190,TOYOTA,Hatch,SP,2013,102119.0
HONDA HR-V,62100,HONDA,Hatch,SP,2015,75382.0
FORD FIESTA,22900,FORD,Hatch,SP,2012,182887.0
VOLKSWAGEN PASSAT,163490,VOLKSWAGEN,Hatch,SP,2018,0.0
MITSUBISHI ASX,77890,MITSUBISHI,Hatch,SP,2017,40168.0
LIFAN X60,35990,LIFAN,Hatch,SP,2013,32000.0
CITROEN AIRCROSS,27990,CITROEN,Hatch,SP,2011,146000.0
FIAT IDEA,24000,FIAT,Hatch,SP,2007,169000.0
TOYOTA COROLLA,49800,TOYOTA,Hatch,SP,2011,87000.0
TOYOTA ETIOS,51990,TOYOTA,Hatch,SP,2017,42000.0
VOLKSWAGEN QUANTUM,10900,VOLKSWAGEN,Hatch,SP,1994,206000.0
SUZUKI GRAND VITARA,42900,SUZUKI,Hatch,SP,2010,129000.0
CHEVROLET ZAFIRA,20900,CHEVROLET,Hatch,SP,2002,276000.0
BMW 320I,35900,BMW,Hatch,SP,2002,116000.0
VOLKSWAGEN FOX,42900,VOLKSWAGEN,Hatch,SP,2015,23000.0
FORD FIESTA,34900,FORD,Hatch,SP,2014,51000.0
BMW 320I,159900,BMW,Hatch,SP,2017,5000.0
FIAT FREEMONT,63900,FIAT,Hatch,SP,2013,72000.0
CHEVROLET PRISMA,44900,CHEVROLET,Hatch,SP,2016,63000.0
JEEP GRAND CHEROKEE,67900,JEEP,Hatch,SC,2012,234999.0
PEUGEOT 2008,55900,PEUGEOT,Hatch,SC,2015,62000.0
FIAT UNO,32900,FIAT,Hatch,SC,2013,67000.0
CITROEN C3,40900,CITROEN,Hatch,SC,2015,61000.0
PEUGEOT 307,28800,PEUGEOT,Hatch,SC,2011,133840.0
KIA SORENTO,52900,KIA,Hatch,SC,2011,153000.0
CHEVROLET COBALT,57790,CHEVROLET,Sedan,SP,2018,29000.0
VOLKSWAGEN GOL,39990,VOLKSWAGEN,Hatch,SP,2019,5848.0
HYUNDAI HB20S,35892,HYUNDAI,Sedan,SP,2015,72236.0
JEEP RENEGADE,62999,JEEP,SUV,SP,2015,95000.0
CITROEN AIRCROSS,55999,CITROEN,Hatch,SP,2017,44000.0
VOLKSWAGEN SPACEFOX,23999,VOLKSWAGEN,Mini Van,SP,2009,130000.0
FIAT 500,29999,FIAT,Hatch,SP,2012,85000.0
TOYOTA HILUX,70000,TOYOTA,Picape,MG,2012,101.0
VOLKSWAGEN POLO,68980,VOLKSWAGEN,Hatch,SP,2018,101.0
RENAULT LOGAN,37900,RENAULT,Hatch,SP,2016,39900.0
RENAULT SANDERO,38980,RENAULT,Hatch,SP,2015,101.0
HONDA FIT,74900,HONDA,Hatch,SP,2020,0.0
HONDA CITY,74900,HONDA,Hatch,SP,2020,0.0
HONDA CITY,82900,HONDA,Hatch,SP,2019,0.0
HONDA FIT,78900,HONDA,Hatch,SP,2020,0.0
HONDA HR-V,99900,HONDA,Hatch,SP,2020,0.0
HONDA HR-V,99900,HONDA,Hatch,SP,2020,0.0
HONDA CIVIC,104900,HONDA,Hatch,SP,2020,0.0
HONDA CIVIC,103900,HONDA,Hatch,SP,2019,0.0
HONDA CR-V,186000,HONDA,Hatch,SP,2019,0.0
VOLVO XC40,170000,VOLVO,Hatch,SP,2018,32377.0
VOLKSWAGEN FOX,50690,VOLKSWAGEN,Hatch,SP,2019,0.0
VOLKSWAGEN VIRTUS,62390,VOLKSWAGEN,Hatch,SP,2019,0.0
VOLKSWAGEN T-CROSS,108500,VOLKSWAGEN,Hatch,SP,2019,0.0
HYUNDAI HB20,33990,HYUNDAI,Hatch,SP,2013,72000.0
LIFAN X60,39990,LIFAN,Hatch,SP,2014,43200.0
FORD ECOSPORT,41890,FORD,Hatch,SP,2013,77000.0
KIA SPORTAGE,148990,KIA,Hatch,SP,2019,0.0
HONDA HR-V,68900,HONDA,Hatch,SP,2015,66342.0
KIA BONGO,79990,KIA,Hatch,SP,2019,0.0
HYUNDAI HB20,36450,HYUNDAI,Hatch,SP,2018,22658.0
CHEVROLET PRISMA,48890,CHEVROLET,Hatch,SP,2017,15156.0
VOLKSWAGEN SPACEFOX,27990,VOLKSWAGEN,Hatch,SP,2010,94500.0
HONDA CITY,50900,HONDA,Hatch,SP,2015,76214.0
RENAULT DUSTER,57890,RENAULT,Hatch,SP,2018,30848.0
JEEP COMPASS,84890,JEEP,Hatch,SP,2016,34600.0
HYUNDAI HB20S,52990,HYUNDAI,Hatch,SP,2017,29000.0
FIAT PALIO,24900,FIAT,Hatch,SP,2017,67450.0
VOLKSWAGEN GOL,17900,VOLKSWAGEN,Hatch,SP,2013,95000.0
HYUNDAI IX35,65900,HYUNDAI,Hatch,SP,2015,60453.0
FORD KA,36900,FORD,Hatch,SP,2017,46522.0
CHEVROLET VECTRA,25000,CHEVROLET,Hatch,SP,2007,127000.0
VOLKSWAGEN UP!,46490,VOLKSWAGEN,Hatch,SP,2018,22039.0
FORD FOCUS,39890,FORD,Hatch,SP,2015,63177.0
FIAT GRAND SIENA,30990,FIAT,Hatch,SP,2012,100000.0
MITSUBISHI PAJERO TR4,37000,MITSUBISHI,Hatch,SP,2009,126000.0
FORD KA+,50000,FORD,Hatch,SP,2018,1800.0
CHEVROLET PRISMA,35990,CHEVROLET,Hatch,SP,2019,99000.0
VOLVO XC60,235000,VOLVO,Hatch,SP,2019,0.0
TOYOTA COROLLA,61890,TOYOTA,Hatch,SP,2016,61766.0
HYUNDAI TUCSON,50400,HYUNDAI,Hatch,SP,2015,63777.0
CHEVROLET PRISMA,49990,CHEVROLET,Sedan,BA,2018,2857.0
HONDA FIT,31990,HONDA,Hatch,SP,2010,110000.0
TOYOTA YARIS,72480,TOYOTA,Hatch,SP,2019,21113.0
PEUGEOT 2008,60900,PEUGEOT,Hatch,SP,2017,26470.0
HYUNDAI HB20X,46900,HYUNDAI,Hatch,SP,2015,55450.0
CITROEN C4 LOUNGE,58490,CITROEN,Hatch,SP,2017,38745.0
CITROEN C4 LOUNGE,54900,CITROEN,Hatch,SP,2016,113525.0
VOLKSWAGEN VIRTUS,63890,VOLKSWAGEN,Hatch,SP,2018,27400.0
CITROEN C4 LOUNGE,44900,CITROEN,Hatch,SP,2014,46120.0
FIAT SIENA,13500,FIAT,Hatch,SP,2006,329873.0
FORD ECOSPORT,32990,FORD,Hatch,SP,2010,85000.0
CITROEN XSARA PICASSO,18900,CITROEN,Hatch,SP,2010,85000.0
HYUNDAI IX35,75000,HYUNDAI,Hatch,SP,2016,103000.0
PEUGEOT 208,39990,PEUGEOT,Hatch,SP,2016,61600.0
VOLKSWAGEN JETTA,42990,VOLKSWAGEN,Hatch,SP,2011,113000.0
BMW X1,64900,BMW,Hatch,SP,2010,78000.0
TOYOTA ETIOS,53000,TOYOTA,Hatch,SP,2016,35000.0
HYUNDAI HB20X,42600,HYUNDAI,Hatch,SP,2014,78000.0
HONDA FIT,31990,HONDA,Hatch,SP,2011,263051.0
VOLVO V40,92000,VOLVO,Hatch,SP,2014,54800.0
VOLKSWAGEN VOYAGE,33200,VOLKSWAGEN,Hatch,SP,2013,81806.0
PEUGEOT 208,41600,PEUGEOT,Hatch,SP,2015,80140.0
FIAT SIENA,12900,FIAT,Hatch,SP,2005,145538.0
VOLKSWAGEN FOX,18500,VOLKSWAGEN,Hatch,SP,2007,216600.0
PORSCHE BOXSTER,219000,PORSCHE,Hatch,SP,2010,35661.0
TOYOTA HILUX SW4,208900,TOYOTA,Hatch,SP,2017,30000.0
VOLKSWAGEN CROSSFOX,46900,VOLKSWAGEN,Hatch,SP,2017,24000.0
FIAT UNO,15900,FIAT,Hatch,SP,2011,180000.0
HYUNDAI SONATA,51900,HYUNDAI,Hatch,SP,2010,83000.0
NISSAN FRONTIER,139900,NISSAN,Hatch,SP,2018,100.0
VOLVO V40,88500,VOLVO,Hatch,SP,2014,54800.0
FIAT UNO,25900,FIAT,Hatch,SP,2013,97000.0
FIAT UNO,31900,FIAT,Hatch,SP,2014,73000.0
VOLKSWAGEN VOYAGE,31900,VOLKSWAGEN,Hatch,SP,2013,81806.0
MITSUBISHI OUTLANDER,120900,MITSUBISHI,Hatch,SP,2015,147000.0
PEUGEOT 308,38900,PEUGEOT,Hatch,SP,2012,60000.0
PEUGEOT 307,27900,PEUGEOT,Hatch,SP,2011,96000.0
FORD KA,17900,FORD,Hatch,SP,2012,114000.0
VOLKSWAGEN TOUAREG,149900,VOLKSWAGEN,Hatch,SP,2014,57000.0
FIAT PALIO,27900,FIAT,Hatch,SP,2012,81000.0
JEEP COMPASS,150000,JEEP,Hatch,SP,2016,4000.0
CHEVROLET VECTRA,26900,CHEVROLET,Hatch,SP,2010,98000.0
FORD ECOSPORT,19900,FORD,Hatch,SP,2003,130000.0
FIAT PALIO,19990,FIAT,Hatch,SP,2011,78000.0
CITROEN GRAND C4 PICASSO,35900,CITROEN,Hatch,SP,2009,108000.0
HONDA CIVIC,49900,HONDA,Sedan,SP,2012,107000.0
VOLKSWAGEN AMAROK,136900,VOLKSWAGEN,Hatch,SP,2017,10000.0
HONDA FIT,58900,HONDA,Hatch,SP,2015,80000.0
FORD FIESTA,17990,FORD,Hatch,SP,2007,112000.0
CHEVROLET PRISMA,35000,CHEVROLET,Sedan,PR,2014,75500.0
CHEVROLET PRISMA,56900,CHEVROLET,Sedan,PR,2017,18000.0
CHEVROLET ONIX,37990,CHEVROLET,Hatch,PR,2018,39800.0
KIA SPORTAGE,69790,KIA,Utilitário,SP,2015,33000.0
MERCEDES-BENZ ML 350,103900,MERCEDES-BENZ,Hatch,SC,2010,68700.0
CITROEN XSARA PICASSO,14900,CITROEN,Hatch,SC,2005,163486.0
HONDA FIT,56900,HONDA,Hatch,SC,2016,47600.0
CITROEN C3,29900,CITROEN,Hatch,SC,2011,101257.0
CHEVROLET MONTANA,26900,CHEVROLET,Hatch,RS,2012,70000.0
FORD ECOSPORT,36900,FORD,Hatch,SC,2008,161000.0
HONDA CIVIC,53900,HONDA,Hatch,SC,2012,150527.0
LAND ROVER RANGE ROVER EVOQUE,179900,LAND ROVER,Hatch,SC,2016,64680.0
CHEVROLET COBALT,36000,CHEVROLET,Sedan,SP,2015,73000.0
FORD ECOSPORT,20900,FORD,Hatch,SP,2004,117788.0
FIAT DOBLO,43790,FIAT,Utilitário,SP,2014,95213.0
NISSAN KICKS,64790,NISSAN,Utilitário,SP,2019,24910.0
FIAT PALIO,14900,FIAT,Hatch,PR,2007,100000.0
HYUNDAI HB20,38890,HYUNDAI,Hatch,SP,2016,68830.0
VOLKSWAGEN FOX,40890,VOLKSWAGEN,Hatch,SP,2015,21735.0
VOLKSWAGEN SAVEIRO,40890,VOLKSWAGEN,Hatch,SP,2018,31905.0
VOLKSWAGEN POLO,78890,VOLKSWAGEN,Hatch,SP,2019,0.0
VOLKSWAGEN FOX,50890,VOLKSWAGEN,Hatch,SP,2019,0.0
VOLKSWAGEN FOX,55590,VOLKSWAGEN,Hatch,SP,2019,0.0
VOLKSWAGEN SAVEIRO,40890,VOLKSWAGEN,Hatch,SP,2018,31230.0
VOLKSWAGEN FOX,50690,VOLKSWAGEN,Hatch,SP,2019,0.0
VOLKSWAGEN FOX,50890,VOLKSWAGEN,Hatch,SP,2019,0.0
VOLKSWAGEN VOYAGE,67990,VOLKSWAGEN,Hatch,SP,2020,0.0
VOLKSWAGEN SAVEIRO,40890,VOLKSWAGEN,Hatch,SP,2018,21287.0
VOLKSWAGEN SAVEIRO,40890,VOLKSWAGEN,Hatch,SP,2018,32400.0
VOLKSWAGEN SAVEIRO,40890,VOLKSWAGEN,Hatch,SP,2018,14407.0
VOLKSWAGEN VOYAGE,42890,VOLKSWAGEN,Hatch,SP,2018,32830.0
VOLKSWAGEN SAVEIRO,40890,VOLKSWAGEN,Hatch,SP,2018,31099.0
VOLKSWAGEN SAVEIRO,40890,VOLKSWAGEN,Hatch,SP,2018,27664.0
VOLKSWAGEN SAVEIRO,40890,VOLKSWAGEN,Hatch,SP,2018,23951.0
HONDA HR-V,89490,HONDA,Hatch,SP,2020,0.0
NISSAN SENTRA,65890,NISSAN,Hatch,SP,2018,20980.0
HONDA HR-V,69500,HONDA,Hatch,SP,2015,70600.0
HONDA CIVIC,101490,HONDA,Hatch,SP,2019,0.0
HONDA FIT,61900,HONDA,Hatch,SP,2020,0.0
HONDA CIVIC,92890,HONDA,Hatch,SP,2020,0.0
HONDA CITY,80880,HONDA,Hatch,SP,2019,0.0
HONDA WR-V,78690,HONDA,Hatch,SP,2019,0.0
FIAT PALIO WEEKEND,23999,FIAT,Hatch,SP,2009,107600.0
KIA CERATO,48900,KIA,Hatch,RJ,2013,46416.0
FIAT IDEA,34900,FIAT,Hatch,RJ,2015,58604.0
HYUNDAI HB20S,41900,HYUNDAI,Hatch,RJ,2014,48833.0
VOLKSWAGEN FOX,31900,VOLKSWAGEN,Hatch,RJ,2013,75279.0
FIAT TORO,75900,FIAT,Hatch,RJ,2016,50422.0
FIAT GRAND SIENA,34900,FIAT,Hatch,RJ,2014,52900.0
FORD RANGER,70900,FORD,Hatch,SP,2015,48800.0
CITROEN C4 LOUNGE,39990,CITROEN,Hatch,SP,2014,88490.0
CITROEN AIRCROSS,38900,CITROEN,Hatch,SP,2014,65741.0
RENAULT DUSTER,57890,RENAULT,Hatch,SP,2018,22746.0
VOLKSWAGEN UP!,30890,VOLKSWAGEN,Hatch,SP,2014,40000.0
