nome,valor,marca,categoria,loc,ano,km_rodados
RENAULT MASTER,76900,RENAULT,Van,SP,2011,101.0
CHEVROLET CRUZE,45900,CHEVROLET,Hatch,SP,2013,84400.0
HONDA CIVIC,84990,HONDA,Sedan,SP,2017,37000.0
MITSUBISHI PAJERO TR4,41900,MITSUBISHI,SUV,SP,2010,69000.0
CHEVROLET CRUZE,39900,CHEVROLET,Sedan,SP,2013,134000.0
CHEVROLET CRUZE,46999,CHEVROLET,Sedan,SP,2013,48000.0
PEUGEOT 307,14999,PEUGEOT,Hatch,SP,2005,110000.0
FORD FIESTA,36898,FORD,Hatch,SP,2015,57000.0
MERCEDES-BENZ GLC 250,370000,MERCEDES-BENZ,Utilitário,SP,2017,12200.0
HONDA CIVIC,107977,HONDA,Hatch,SP,2020,0.0
VOLKSWAGEN JETTA,41900,VOLKSWAGEN,Hatch,SP,2012,98000.0
HYUNDAI TUCSON,42990,HYUNDAI,Utilitário,SP,2015,90349.0
CHEVROLET CRUZE,65000,CHEVROLET,Hatch,SP,2016,65000.0
VOLKSWAGEN KOMBI,27900,VOLKSWAGEN,Custom,SP,2013,238000.0
BMW 320I,77999,BMW,Custom,SP,2013,82000.0
LAND ROVER RANGE ROVER VELAR,419900,LAND ROVER,Hatch,SP,2017,12000.0
PORSCHE CAYENNE,249000,PORSCHE,Utilitário,SP,2013,30656.0
CHEVROLET ONIX,39980,CHEVROLET,Hatch,SP,2015,96000.0
MITSUBISHI L200 TRITON,110000,MITSUBISHI,Hatch,SP,2015,60000.0
FORD FIESTA,25690,FORD,Hatch,SP,2010,80346.0
KIA SOUL,31990,KIA,Mini Van,SP,2011,109000.0
BMW X4,269900,BMW,Hatch,SP,2016,17000.0
CHEVROLET CRUZE,44990,CHEVROLET,Hatch,SP,2013,135514.0
FORD FIESTA,18900,FORD,Sedan,SP,2008,130000.0
NISSAN SENTRA,45900,NISSAN,Sedan,SP,2014,79400.0
NISSAN LIVINA,28900,NISSAN,Hatch,SP,2012,82000.0
HONDA CR-V,39990,HONDA,Hatch,SP,2009,99800.0
AUDI A6,140000,AUDI,Hatch,SP,2014,25684.0
VOLKSWAGEN GOL,12000,VOLKSWAGEN,Hatch,SP,1993,65140.0
HYUNDAI I30,32000,HYUNDAI,Hatch,SP,2010,99701.0
CHEVROLET MERIVA,15790,CHEVROLET,Mini Van,SP,2004,222.0
JEEP GRAND CHEROKEE,148888,JEEP,Utilitário,SP,2014,25000.0
CHEVROLET ONIX,28900,CHEVROLET,Hatch,SP,2013,91000.0
LAND ROVER RANGE ROVER EVOQUE,165000,LAND ROVER,Hatch,SP,2017,27000.0
VOLKSWAGEN PASSAT,164900,VOLKSWAGEN,Hatch,SP,2018,0.0
TOYOTA ETIOS,29900,TOYOTA,Hatch,SP,2014,96536.0
FIAT GRAND SIENA,35900,FIAT,Hatch,SP,2014,28800.0
FORD KA+,39480,FORD,Sedan,SP,2018,52510.0
BMW X1,87000,BMW,SUV,SP,2014,61351.0
FORD KA,39890,FORD,Hatch,SP,2019,18000.0
MITSUBISHI OUTLANDER,65000,MITSUBISHI,SUV,SP,2013,86144.0
FIAT PALIO WEEKEND,13500,FIAT,Hatch,SP,2003,158885.0
FORD KA,32900,FORD,Hatch,SP,2016,70000.0
JEEP RENEGADE,63900,JEEP,Hatch,SP,2017,63994.0
HYUNDAI HB20,50900,HYUNDAI,Sedan,SP,2017,40000.0
FIAT FREEMONT,57000,FIAT,Utilitário,SP,2013,72000.0
RENAULT SANDERO,27990,RENAULT,Utilitário,SP,2013,164000.0
SUZUKI VITARA,75900,SUZUKI,Hatch,SP,2018,17000.0
HYUNDAI HB20,33998,HYUNDAI,Hatch,SP,2013,90998.0
HYUNDAI HB20X,51990,HYUNDAI,Hatch,SP,2016,52350.0
CHEVROLET VECTRA,22890,CHEVROLET,Hatch,SP,2008,148940.0
CHEVROLET TRACKER,70900,CHEVROLET,Hatch,SP,2018,19000.0
BMW 120I,92900,BMW,Utilitário,SP,2016,54160.0
RENAULT DUSTER,37890,RENAULT,SUV,SP,2014,83000.0
VOLKSWAGEN GOL,28890,VOLKSWAGEN,Hatch,SP,2015,86414.0
MINI COOPER,65900,MINI,Hatch,SP,2014,36000.0
FIAT ARGO,41890,FIAT,Hatch,SP,2019,40000.0
BMW 535I,119900,BMW,Sedan,SP,2012,70000.0
PEUGEOT 307,20990,PEUGEOT,Hatch,SP,2008,110000.0
LAND ROVER RANGE ROVER EVOQUE,145000,LAND ROVER,Utilitário,SP,2014,63302.0
VOLKSWAGEN UP!,33490,VOLKSWAGEN,Hatch,SP,2017,34123.0
MINI ONE,37990,MINI,Hatch,SP,2011,87000.0
HYUNDAI IX35,63890,HYUNDAI,SUV,SP,2013,54000.0
JEEP RENEGADE,89990,JEEP,Hatch,SP,2016,46000.0
RENAULT CLIO,13900,RENAULT,Hatch,SP,2007,84653.0
FORD KA,37890,FORD,Hatch,SP,2018,29000.0
VOLKSWAGEN FOX,27900,VOLKSWAGEN,Conversível,SP,2013,86569.0
MINI ONE,43990,MINI,Hatch,SP,2012,70000.0
FIAT IDEA,30980,FIAT,Hatch,SP,2015,125499.0
NISSAN SENTRA,28980,NISSAN,Sedan,SP,2011,186087.0
FORD KA+,43990,FORD,Hatch,SP,2019,0.0
TOYOTA COROLLA,71900,TOYOTA,Sedan,SP,2014,65000.0
HYUNDAI SANTA FE,93900,HYUNDAI,SUV,SP,2013,40000.0
LAND ROVER FREELANDER,36990,LAND ROVER,SUV,SP,2007,159205.0
CHEVROLET ONIX,49900,CHEVROLET,Hatch,SP,2018,57000.0
CHEVROLET CRUZE,81890,CHEVROLET,Custom,SP,2016,44432.0
FORD FIESTA,33890,FORD,Custom,SP,2014,94611.0
VOLKSWAGEN JETTA,49900,VOLKSWAGEN,Hatch,SP,2014,76000.0
FIAT IDEA,32990,FIAT,Hatch,SP,2014,73000.0
MITSUBISHI GRANDIS,28990,MITSUBISHI,Hatch,SP,2006,100.0
FIAT UNO,29990,FIAT,Hatch,SP,2016,48200.0
FIAT TORO,78900,FIAT,Picape,SP,2017,21526.0
CHEVROLET MONTANA,37900,CHEVROLET,Picape,SP,2017,
KIA SPORTAGE,39900,KIA,Utilitário,SP,2009,134848.0
JEEP RENEGADE,62890,JEEP,Custom,SP,2016,52216.0
PEUGEOT 208,41900,PEUGEOT,Hatch,SP,2015,52000.0
HYUNDAI HB20,41900,HYUNDAI,Hatch,SP,2017,35719.0
VOLKSWAGEN VIRTUS,73990,VOLKSWAGEN,Hatch,SP,2019,0.0
MERCEDES-BENZ C 180,114900,MERCEDES-BENZ,Hatch,SP,2015,79972.0
FIAT ARGO,45990,FIAT,Hatch,SP,2018,38936.0
MITSUBISHI OUTLANDER,45900,MITSUBISHI,SUV,SP,2009,85000.0
RENAULT DUSTER,59150,RENAULT,Utilitário,SP,2018,27761.0
RENAULT LOGAN,32699,RENAULT,Hatch,SP,2014,100.0
VOLKSWAGEN AMAROK,185900,VOLKSWAGEN,Hatch,SP,2019,6500.0
BMW X1,71900,BMW,Custom,SP,2013,64000.0
FIAT UNO,26890,FIAT,Hatch,SP,2012,76340.0
HYUNDAI IX35,83900,HYUNDAI,SUV,SP,2016,30600.0
KIA SPORTAGE,63890,KIA,Custom,SP,2013,117259.0
CHEVROLET CAPTIVA,40900,CHEVROLET,Custom,SP,2012,54600.0
LAND ROVER DISCOVERY SPORT,124999,LAND ROVER,Hatch,SP,2015,63000.0
FORD EDGE,299000,FORD,Hatch,SP,2019,0.0
MINI COOPER,205900,MINI,Hatch,SP,2018,17000.0
MERCEDES-BENZ GLC 250,329900,MERCEDES-BENZ,Hatch,SP,2017,15000.0
BMW 320I,29900,BMW,Sedan,SP,2001,60000.0
KIA CERATO,34890,KIA,Sedan,SP,2012,119000.0
NISSAN TIIDA,28980,NISSAN,Hatch,SP,2012,100000.0
CHEVROLET VECTRA,26900,CHEVROLET,Hatch,SP,2009,149000.0
VOLKSWAGEN GOLF,69000,VOLKSWAGEN,Hatch,SP,2014,54879.0
FORD KA,31890,FORD,Hatch,SP,2015,79000.0
DODGE DURANGO,84900,DODGE,Sedan,SP,2012,74000.0
AUDI A6 ALLROAD QUATTRO,182000,AUDI,Hatch,SP,2015,14000.0
FORD FIESTA,26900,FORD,Hatch,SP,2012,75906.0
RENAULT SANDERO,18900,RENAULT,Hatch,SP,2008,170656.0
RENAULT DUSTER,36900,RENAULT,SUV,SP,2013,65930.0
RENAULT SANDERO,23999,RENAULT,Hatch,SP,2011,89100.0
HYUNDAI HB20X,42900,HYUNDAI,Hatch,SP,2014,85000.0
LAND ROVER RANGE ROVER EVOQUE,115900,LAND ROVER,Hatch,SP,2013,67000.0
RENAULT SANDERO,39990,RENAULT,Hatch,SP,2018,28000.0
BMW X6,280000,BMW,Hatch,SP,2014,38251.0
JEEP COMPASS,107900,JEEP,Hatch,SP,2017,42200.0
HYUNDAI SANTA FE,37900,HYUNDAI,SUV,SP,2008,73010.0
RENAULT LOGAN,38500,RENAULT,Hatch,SP,2015,36000.0
FORD FOCUS,15900,FORD,Hatch,SP,2004,171000.0
FORD FIESTA,20900,FORD,Sedan,SP,2008,134000.0
CHEVROLET ONIX,36890,CHEVROLET,Hatch,SP,2018,29000.0
CITROEN AIRCROSS,40900,CITROEN,SUV,SP,2016,81000.0
RENAULT MASTER,62900,RENAULT,Van,SP,2007,256000.0
FORD FUSION,24900,FORD,Sedan,SP,2006,120679.0
VOLKSWAGEN PASSAT VARIANT,65900,VOLKSWAGEN,Wagon/Perua,SP,2014,54000.0
RENAULT LOGAN,58990,RENAULT,Hatch,SP,2019,0.0
VOLVO XC60,124900,VOLVO,Hatch,SP,2014,79900.0
MERCEDES-BENZ GLA 200,99900,MERCEDES-BENZ,Wagon/Perua,SP,2014,57000.0
FORD FIESTA,23500,FORD,Hatch,SP,2010,94925.0
HYUNDAI HB20S,41990,HYUNDAI,Hatch,SP,2016,83100.0
FORD FOCUS,19000,FORD,Hatch,SP,2007,11658.0
FIAT GRAND SIENA,35990,FIAT,Hatch,SP,2015,88746.0
HYUNDAI SANTA FE,57500,HYUNDAI,Custom,SP,2012,54000.0
FIAT PUNTO,33990,FIAT,Hatch,SP,2013,71317.0
FIAT UNO,29900,FIAT,Hatch,SP,2017,80000.0
NISSAN KICKS,73900,NISSAN,SUV,SP,2016,46113.0
FIAT PUNTO,32799,FIAT,Hatch,SP,2014,49000.0
AUDI A5,99000,AUDI,Sedan,SP,2015,44000.0
MITSUBISHI PAJERO FULL,185000,MITSUBISHI,Sedan,SP,2017,33000.0
NISSAN LIVINA,25000,NISSAN,SUV,SP,2009,164091.0
FIAT STILO,15500,FIAT,Hatch,SP,2004,185342.0
BMW 118I,39900,BMW,Hatch,SP,2010,125000.0
MERCEDES-BENZ C 180,77900,MERCEDES-BENZ,Sedan,SP,2013,72318.0
HYUNDAI IX35,56800,HYUNDAI,SUV,SP,2014,78000.0
CHEVROLET ZAFIRA,21490,CHEVROLET,Wagon/Perua,SP,2003,193.0
HONDA CIVIC,97900,HONDA,Sedan,SP,2016,40000.0
RENAULT CLIO,10900,RENAULT,Hatch,SP,2004,187000.0
HYUNDAI TUCSON,55890,HYUNDAI,Custom,SP,2015,54560.0
HYUNDAI HB20S,41900,HYUNDAI,Hatch,SP,2015,82500.0
AUDI Q3,82900,AUDI,Hatch,SP,2014,61900.0
CITROEN C3,36900,CITROEN,Hatch,SP,2017,23000.0
VOLKSWAGEN POLO,19999,VOLKSWAGEN,Hatch,SP,2008,154000.0
CHEVROLET TRACKER,74900,CHEVROLET,SUV,SP,2017,101.0
NISSAN SENTRA,63890,NISSAN,Custom,SP,2016,40000.0
HYUNDAI SANTA FE,47900,HYUNDAI,Custom,SP,2011,94000.0
CHEVROLET PRISMA,17900,CHEVROLET,Sedan,SP,2009,225437.0
HYUNDAI VERACRUZ,58890,HYUNDAI,Custom,SP,2011,125093.0
FIAT FREEMONT,51900,FIAT,SUV,SP,2013,81125.0
CHEVROLET CRUZE,42499,CHEVROLET,Esportivo,SP,2014,71000.0
JEEP RENEGADE,63900,JEEP,Hatch,SP,2016,49000.0
FIAT DUCATO,38900,FIAT,Van,SP,2002,101.0
FORD KA,63390,FORD,Hatch,SP,2019,0.0
RENAULT KWID,36990,RENAULT,Hatch,SP,2018,8946.0
VOLKSWAGEN FOX,42600,VOLKSWAGEN,Hatch,SP,2017,62886.0
HYUNDAI HB20,46890,HYUNDAI,Hatch,SP,2018,21262.0
BMW X1,59900,BMW,Hatch,SP,2011,74000.0
JAGUAR XJ,269900,JAGUAR,Hatch,SP,2016,11700.0
HONDA CITY,59900,HONDA,Hatch,SP,2017,34000.0
RENAULT SANDERO,38913,RENAULT,Hatch,SP,2015,99999.0
BMW 320I,78900,BMW,Custom,SP,2013,44000.0
FORD FIESTA,25900,FORD,Esportivo,SP,2013,89000.0
CITROEN C4 CACTUS,77490,CITROEN,Hatch,SP,2019,4800.0
JEEP RENEGADE,85900,JEEP,SUV,SP,2016,65000.0
TOYOTA ETIOS,35400,TOYOTA,Sedan,SP,2013,44767.0
JEEP COMPASS,170990,JEEP,Hatch,SP,2019,0.0
HYUNDAI I30,33900,HYUNDAI,Hatch,SP,2011,98000.0
KIA SORENTO,59990,KIA,Hatch,SP,2012,94000.0
CHEVROLET SPIN,60500,CHEVROLET,Hatch,SP,2017,35830.0
FIAT UNO,29500,FIAT,Hatch,SP,2016,37000.0
FORD ECOSPORT,25900,FORD,SUV,SP,2007,102000.0
VOLKSWAGEN PARATI,15490,VOLKSWAGEN,Wagon/Perua,SP,2010,126474.0
RENAULT SANDERO,35700,RENAULT,Hatch,SP,2017,45000.0
MINI COOPER,119900,MINI,Hatch,SP,2016,38000.0
FORD FUSION,109900,FORD,Hatch,SP,2017,13700.0
FORD FIESTA,16900,FORD,Sedan,SP,2006,201000.0
RENAULT DUSTER,47900,RENAULT,Hatch,SP,2015,72286.0
HYUNDAI HB20,48490,HYUNDAI,Hatch,SP,2019,0.0
RENAULT SANDERO,23890,RENAULT,Hatch,SP,2013,57500.0
HYUNDAI I30,34990,HYUNDAI,Hatch,SP,2011,134349.0
CITROEN C3,18990,CITROEN,Hatch,SP,2008,81285.0
CHEVROLET COBALT,46890,CHEVROLET,Sedan,SP,2016,56000.0
SUZUKI GRAND VITARA,59990,SUZUKI,Hatch,SP,2015,80728.0
RENAULT DUSTER,42952,RENAULT,Hatch,SP,2013,103638.0
FORD FOCUS,42900,FORD,Hatch,SP,2013,79000.0
FIAT STRADA,40900,FIAT,Hatch,SP,2016,25000.0
VOLKSWAGEN FOX,25500,VOLKSWAGEN,Hatch,SP,2011,132804.0
PEUGEOT 2008,57900,PEUGEOT,Custom,SP,2016,40522.0
FORD FIESTA,35900,FORD,Hatch,SP,2014,57661.0
TOYOTA COROLLA,38900,TOYOTA,Sedan,SP,2008,131401.0
VOLKSWAGEN POLO,125900,VOLKSWAGEN,Hatch,SP,2018,9000.0
RENAULT MEGANE,16980,RENAULT,Sedan,SP,2007,197134.0
NISSAN SENTRA,29333,NISSAN,Hatch,SP,2012,174487.0
FIAT UNO,31890,FIAT,Hatch,SP,2017,36000.0
HONDA CIVIC,94990,HONDA,Sedan,SP,2017,55000.0
FORD KA+,33900,FORD,Utilitário,SP,2014,94535.0
MERCEDES-BENZ GLA 200,162999,MERCEDES-BENZ,Hatch,SP,2019,0.0
CHEVROLET ONIX,41900,CHEVROLET,Hatch,SP,2016,74000.0
LAND ROVER DISCOVERY 4,87999,LAND ROVER,Utilitário,SP,2009,105000.0
HYUNDAI AZERA,32900,HYUNDAI,Sedan,SP,2010,126407.0
HYUNDAI HB20S,42990,HYUNDAI,Sedan,SP,2016,51000.0
RENAULT SANDERO,26900,RENAULT,Custom,SP,2011,83000.0
PEUGEOT PARTNER,40890,PEUGEOT,Custom,SP,2017,72150.0
VOLKSWAGEN VOYAGE,23890,VOLKSWAGEN,Sedan,SP,2010,130100.0
PEUGEOT 207,21955,PEUGEOT,Hatch,SP,2009,134226.0
FORD ECOSPORT,94990,FORD,Hatch,SP,2019,0.0
VOLKSWAGEN FOX,26900,VOLKSWAGEN,Hatch,SP,2013,100873.0
MERCEDES-BENZ B 180,31990,MERCEDES-BENZ,Mini Van,SP,2010,121092.0
PEUGEOT 206,12990,PEUGEOT,Hatch,SP,2007,114000.0
FORD KA+,38890,FORD,Hatch,SP,2018,30000.0
RENAULT KWID,31999,RENAULT,Hatch,SP,2018,24000.0
CHEVROLET ASTRA,28490,CHEVROLET,Hatch,SP,2010,160000.0
FORD ECOSPORT,53900,FORD,Esportivo,SP,2016,106000.0
CHEVROLET ONIX,31900,CHEVROLET,Hatch,SP,2013,64167.0
TOYOTA ETIOS,27500,TOYOTA,Hatch,SP,2013,97000.0
CHEVROLET ONIX,39300,CHEVROLET,Hatch,SP,2015,49000.0
HYUNDAI GENESIS,96900,HYUNDAI,Sedan,SP,2012,50000.0
MERCEDES-BENZ E 250,124900,MERCEDES-BENZ,Hatch,SP,2015,71000.0
JEEP GRAND CHEROKEE,136900,JEEP,Hatch,SP,2014,66000.0
MERCEDES-BENZ C 200,57900,MERCEDES-BENZ,Hatch,SP,2008,119000.0
BMW X1,79990,BMW,Utilitário,SP,2011,69000.0
CITROEN C3,19800,CITROEN,Hatch,SP,2011,89621.0
TOYOTA FIELDER,24900,TOYOTA,Hatch,SP,2006,196224.0
FORD FIESTA,15900,FORD,Hatch,SP,2008,170000.0
VOLKSWAGEN VOYAGE,38900,VOLKSWAGEN,Sedan,SP,2016,40000.0
CHEVROLET ONIX,41900,CHEVROLET,Hatch,SP,2018,32500.0
HONDA FIT,61900,HONDA,Hatch,SP,2018,38000.0
LAND ROVER RANGE ROVER SPORT,67999,LAND ROVER,Hatch,SP,2008,53000.0
FORD KA,43999,FORD,Hatch,SP,2019,0.0
FORD ECOSPORT,87999,FORD,Hatch,SP,2019,0.0
FORD ECOSPORT,79999,FORD,Hatch,SP,2019,0.0
FIAT MOBI,33900,FIAT,Hatch,SP,2018,26500.0
TOYOTA RAV4,74900,TOYOTA,Hatch,SP,2014,49000.0
FIAT TORO,86990,FIAT,Hatch,SP,2019,0.0
FIAT TORO,86990,FIAT,Hatch,SP,2019,0.0
HYUNDAI HB20S,38000,HYUNDAI,Hatch,SP,2014,64600.0
RENAULT LOGAN,32900,RENAULT,Sedan,SP,2014,69200.0
VOLKSWAGEN AMAROK,92800,VOLKSWAGEN,Picape,SP,2016,35000.0
AUDI A5,99990,AUDI,Sedan,SP,2015,139585.0
VOLKSWAGEN GOL,22900,VOLKSWAGEN,Hatch,SP,2012,77000.0
KIA SPORTAGE,64980,KIA,Hatch,SP,2013,80000.0
BMW X1,112900,BMW,Hatch,SP,2016,61000.0
MINI COOPER,69900,MINI,Sedan,SP,2012,69900.0
HYUNDAI HB20S,49900,HYUNDAI,Sedan,SP,2016,33862.0
FORD ECOSPORT,51990,FORD,Hatch,SP,2019,0.0
BMW 550I,135500,BMW,Sedan,SP,2011,56660.0
RENAULT MASTER,141900,RENAULT,Van,SP,2019,0.0
MITSUBISHI GRANDIS,29980,MITSUBISHI,SUV,SP,2007,139990.0
VOLVO XC60,119888,VOLVO,Utilitário,SP,2015,32000.0
LAND ROVER RANGE ROVER EVOQUE,87900,LAND ROVER,Hatch,SP,2012,70000.0
FORD ECOSPORT,51990,FORD,Hatch,SP,2019,0.0
BMW 320I,121900,BMW,Sedan,SP,2017,48000.0
MITSUBISHI L200 TRITON,139900,MITSUBISHI,Picape,SP,2018,22000.0
AUDI A3,93900,AUDI,Sedan,SP,2017,18000.0
CITROEN C4,26590,CITROEN,Hatch,SP,2010,88000.0
FIAT PUNTO,33900,FIAT,Hatch,SP,2013,98000.0
RENAULT SANDERO,43913,RENAULT,Hatch,SP,2017,99999.0
FIAT PUNTO,35913,FIAT,Hatch,SP,2012,99999.0
VOLKSWAGEN JETTA,52913,VOLKSWAGEN,Hatch,SP,2012,99999.0
HYUNDAI HB20,38500,HYUNDAI,Hatch,SP,2014,49000.0
BMW 328I,169000,BMW,Hatch,SP,2017,11600.0
KIA BONGO,84890,KIA,Sedan,SP,2019,0.0
KIA SORENTO,54900,KIA,Hatch,SP,2012,95000.0
HYUNDAI HB20,42900,HYUNDAI,Hatch,SP,2017,32000.0
MERCEDES-BENZ GLK 300,77800,MERCEDES-BENZ,Hatch,SP,2010,59000.0
BMW 320I,95900,BMW,Hatch,SP,2014,68000.0
RENAULT DUSTER OROCH,56900,RENAULT,Picape,SP,2016,58000.0
CHEVROLET TRACKER,26990,CHEVROLET,SUV,SP,2008,130500.0
CHEVROLET TRACKER,26990,CHEVROLET,SUV,SP,2008,130500.0
CHEVROLET MERIVA,20990,CHEVROLET,SUV,SP,2007,167500.0
FIAT DOBLO,37000,FIAT,Van,SP,2013,152800.0
JEEP RENEGADE,70900,JEEP,Hatch,SP,2015,138000.0
VOLKSWAGEN PASSAT VARIANT,73990,VOLKSWAGEN,Wagon/Perua,SP,2013,66000.0
HYUNDAI HB20,49990,HYUNDAI,Hatch,SP,2015,40000.0
TOYOTA HILUX SW4,83990,TOYOTA,SUV,SP,2013,82000.0
CHEVROLET ONIX,36500,CHEVROLET,Hatch,SP,2018,29000.0
FIAT MOBI,33900,FIAT,Hatch,SP,2018,21000.0
FORD KA,35890,FORD,Hatch,SP,2017,28000.0
CHEVROLET ONIX,36890,CHEVROLET,Hatch,SP,2018,34000.0
RENAULT LOGAN,38890,RENAULT,Hatch,SP,2019,19000.0
CHEVROLET ONIX,37900,CHEVROLET,Hatch,SP,2018,13000.0
FORD KA,41890,FORD,Hatch,SP,2018,23000.0
FORD KA,36900,FORD,Hatch,SP,2018,20000.0
CHEVROLET PRISMA,40890,CHEVROLET,Hatch,SP,2018,19000.0
NISSAN VERSA,43900,NISSAN,Hatch,SP,2018,16000.0
FORD KA+,37890,FORD,Hatch,SP,2016,39000.0
NISSAN VERSA,44890,NISSAN,Hatch,SP,2019,22000.0
CITROEN C3,34500,CITROEN,Hatch,SP,2018,23000.0
HYUNDAI HB20S,43890,HYUNDAI,Hatch,SP,2018,47000.0
CHEVROLET ONIX,35890,CHEVROLET,Hatch,SP,2018,21000.0
RENAULT SANDERO,36890,RENAULT,Hatch,SP,2019,19000.0
RENAULT LOGAN,40500,RENAULT,Hatch,SP,2019,22000.0
FIAT ARGO,43890,FIAT,Hatch,SP,2019,26000.0
CITROEN C3,33890,CITROEN,Hatch,SP,2017,35000.0
HONDA CR-V,67900,HONDA,SUV,SP,2011,78799.0
FIAT PUNTO,25900,FIAT,Hatch,SP,2009,105000.0
MITSUBISHI LANCER,99700,MITSUBISHI,Sedan,SP,2011,41600.0
CHEVROLET CRUZE,46999,CHEVROLET,Hatch,SP,2014,74000.0
CHEVROLET ONIX,35900,CHEVROLET,Hatch,SP,2015,56888.0
CHEVROLET COBALT,36900,CHEVROLET,Sedan,SP,2015,78889.0
NISSAN KICKS,91999,NISSAN,Hatch,SP,2019,0.0
NISSAN TIIDA,24900,NISSAN,Hatch,SP,2010,110987.0
CITROEN C3,31850,CITROEN,Hatch,SP,2014,66000.0
FORD EDGE,84900,FORD,Hatch,SP,2013,60125.0
CHEVROLET COBALT,34890,CHEVROLET,Hatch,SP,2012,76454.0
VOLKSWAGEN POLO,28900,VOLKSWAGEN,Hatch,SP,2011,93000.0
RENAULT MASTER,141900,RENAULT,Van,SP,2019,0.0
PEUGEOT 207,17900,PEUGEOT,Hatch,SP,2008,93746.0
HONDA CR-V,38900,HONDA,Hatch,SP,2009,83000.0
FIAT FIORINO,40900,FIAT,Utilitário,SP,2016,90000.0
FORD KA,45990,FORD,Hatch,SP,2019,100.0
MITSUBISHI PAJERO TR4,35000,MITSUBISHI,Hatch,SP,2013,114000.0
PORSCHE PANAMERA,265000,PORSCHE,Hatch,SP,2012,27000.0
FORD KA,38900,FORD,Sedan,SP,2015,68500.0
HONDA HR-V,77000,HONDA,Hatch,SP,2016,33250.0
RENAULT LOGAN,63890,RENAULT,Sedan,SP,2019,0.0
VOLKSWAGEN VIRTUS,85890,VOLKSWAGEN,Sedan,SP,2019,0.0
HONDA CIVIC,99890,HONDA,Sedan,SP,2019,0.0
CHEVROLET VECTRA,24700,CHEVROLET,Sedan,SP,2007,127000.0
RENAULT DUSTER OROCH,83890,RENAULT,Sedan,SP,2019,0.0
CHEVROLET CRUZE,104890,CHEVROLET,Sedan,SP,2019,0.0
KIA MOHAVE,71900,KIA,Hatch,SP,2012,150000.0
LAND ROVER RANGE ROVER EVOQUE,117999,LAND ROVER,Hatch,SP,2013,49203.0
FORD KA,48990,FORD,Sedan,SP,2018,27000.0
FORD FIESTA,21900,FORD,Hatch,SP,2011,103507.0
VOLKSWAGEN GOL,30999,VOLKSWAGEN,Hatch,SP,2016,68000.0
LAND ROVER FREELANDER,59900,LAND ROVER,Hatch,SP,2011,139000.0
MERCEDES-BENZ GLA 200,125990,MERCEDES-BENZ,Hatch,SP,2015,42000.0
CHEVROLET CRUZE,53899,CHEVROLET,Hatch,SP,2013,68876.0
LAND ROVER RANGE ROVER EVOQUE,179990,LAND ROVER,Utilitário,SP,2016,35000.0
AUDI A4,55000,AUDI,Sedan,SP,2013,107000.0
FORD KA,45999,FORD,Hatch,SP,2019,0.0
VOLKSWAGEN POLO,18000,VOLKSWAGEN,Hatch,SP,2005,149095.0
PEUGEOT 207,22916,PEUGEOT,Hatch,SP,2008,129595.0
HYUNDAI HB20,48900,HYUNDAI,Hatch,SP,2017,59000.0
CHEVROLET ASTRA,21900,CHEVROLET,Sedan,SP,2008,157000.0
TOYOTA COROLLA,70990,TOYOTA,Hatch,SP,2014,50000.0
LAND ROVER RANGE ROVER EVOQUE,140000,LAND ROVER,Hatch,SP,2013,28000.0
FIAT 500,34900,FIAT,Hatch,SP,2013,43800.0
TOYOTA HILUX,145000,TOYOTA,Utilitário,SP,2016,20000.0
AUDI S3,159900,AUDI,Hatch,SP,2014,30000.0
VOLKSWAGEN GOL,32801,VOLKSWAGEN,Hatch,SP,2017,45000.0
TOYOTA COROLLA,66900,TOYOTA,Sedan,SP,2015,49000.0
HYUNDAI HB20S,52900,HYUNDAI,Sedan,SP,2017,37900.0
HONDA FIT,54900,HONDA,Mini Van,SP,2015,79000.0
CHEVROLET TRACKER,52990,CHEVROLET,Hatch,SP,2016,42840.0
BMW 550I,69990,BMW,Sedan,SP,2007,108000.0
RENAULT MASTER,127900,RENAULT,Van,SP,2019,0.0
HYUNDAI AZERA,53700,HYUNDAI,Sedan,SP,2011,500000.0
NISSAN VERSA,36500,NISSAN,Hatch,SP,2015,99000.0
VOLKSWAGEN GOLF,104990,VOLKSWAGEN,Hatch,SP,2015,70000.0
CHEVROLET ONIX,45900,CHEVROLET,Hatch,SP,2017,84817.0
DODGE JOURNEY,63900,DODGE,Hatch,SP,2014,106300.0
CHEVROLET VECTRA,26990,CHEVROLET,Sedan,SP,2008,88434.0
VOLKSWAGEN CROSSFOX,21900,VOLKSWAGEN,Hatch,SP,2005,107000.0
MERCEDES-BENZ ML 63,320000,MERCEDES-BENZ,Hatch,SP,2013,17788.0
RENAULT MASTER,164900,RENAULT,Van,SP,2019,0.0
FORD FOCUS,29880,FORD,Hatch,SP,2011,129604.0
VOLKSWAGEN POLO,30900,VOLKSWAGEN,Hatch,SP,2013,102000.0
TOYOTA ETIOS,38900,TOYOTA,Hatch,SP,2015,46397.0
RENAULT KWID,32900,RENAULT,Hatch,SP,2018,40000.0
VOLKSWAGEN FOX,36900,VOLKSWAGEN,Hatch,SP,2016,49000.0
HONDA CR-V,52900,HONDA,Utilitário,SP,2011,101.0
VOLKSWAGEN FOX,25900,VOLKSWAGEN,Hatch,SP,2010,150000.0
CHEVROLET PRISMA,53900,CHEVROLET,Sedan,SP,2016,56467.0
